payment_id,rental_id,customer_id,payment_date,amount_zar,payment_method,transaction_ref,payment_type,status,gateway,currency,created_at,source_system
PY0000165,RN000187,CU00371,2022-11-27,23093.92,Cash,TXN564887419,Top-up,Success,PayFast,ZAR,2024-06-10T00:00:00,CRM_WEB
PY0000166,RN000188,CU00552,2023-04-18,2660.33,Credit Card,TXN750000236,Top-up,Success,Standard Bank EFT,ZAR,2022-09-03T00:00:00,CALL_CENTER
PY0000167,RN000189,CU00452,2023-01-16,10088.65,Debit Card,TXN455231084,Final Payment,Success,Peach Payments,ZAR,2024-06-06T00:00:00,WALK_IN
PY0000168,RN000190,CU00382,2022-10-08,15308.64,EFT,TXN102471217,Top-up,Success,PayGate,ZAR,2023-12-30T00:00:00,CRM_WEB
PY0000169,RN000191,CU00161,2024-06-24,16370.09,Corporate Account,TXN771379356,Final Payment,Success,PayFast,ZAR,2023-10-10T00:00:00,CALL_CENTER
PY0000170,RN000192,CU00069,2022-06-24,7922.28,Debit Card,TXN463639067,Booking Deposit,Success,PayFast,ZAR,2023-10-26T00:00:00,THIRD_PARTY_OTA
PY0000171,RN000192,CU00069,2022-04-16,7006.53,Debit Card,TXN319997010,Top-up,Success,PayFast,ZAR,2023-03-31T00:00:00,THIRD_PARTY_OTA
PY0000172,RN000193,CU00543,2023-04-03,23501.64,EFT,TXN221477671,Booking Deposit,Success,PayFast,ZAR,2023-08-17T00:00:00,CORPORATE_PORTAL
PY0000173,RN000194,CU00586,2023-10-02,18060.33,Cash,TXN734689266,Final Payment,Success,Standard Bank EFT,ZAR,2022-10-21T00:00:00,CORPORATE_PORTAL
PY0000174,RN000195,CU00195,2020-09-16,7337.18,Credit Card,TXN361574117,Booking Deposit,Success,PayGate,ZAR,2022-02-04T00:00:00,WALK_IN
PY0000175,RN000196,CU00426,2021-07-09,15884.02,Credit Card,TXN206370382,Final Payment,Success,PayGate,ZAR,2021-12-19T00:00:00,WALK_IN
PY0000176,RN000197,CU00037,2022-09-08,5517.73,EFT,TXN757963262,Top-up,Success,Ozow,ZAR,2023-12-02T00:00:00,CORPORATE_PORTAL
PY0000177,RN000198,CU00004,2022-12-08,3062.51,Cash,TXN324452534,Booking Deposit,Success,PayFast,ZAR,2023-12-12T00:00:00,THIRD_PARTY_OTA
PY0000178,RN000199,CU00420,2023-09-03,826.82,Debit Card,TXN110136992,Top-up,Success,Standard Bank EFT,ZAR,2023-10-12T00:00:00,CORPORATE_PORTAL
PY0000179,RN000200,CU00143,2022-04-27,9561.29,Debit Card,TXN422899279,Booking Deposit,Success,Peach Payments,ZAR,2023-02-06T00:00:00,CRM_WEB
PY0000180,RN000204,CU00572,2022-04-24,23865.0,Credit Card,TXN726890984,Final Payment,Success,PayGate,ZAR,2023-02-28T00:00:00,CALL_CENTER
PY0000181,RN000205,CU00077,2024-04-14,9314.9,Corporate Account,TXN153995669,Final Payment,Success,PayGate,ZAR,2022-07-08T00:00:00,CALL_CENTER
PY0000182,RN000206,CU00082,2022-07-07,30173.56,EFT,TXN498484669,Booking Deposit,Success,Peach Payments,ZAR,2022-07-14T00:00:00,CORPORATE_PORTAL
PY0000183,RN000207,CU00077,2022-01-20,9398.19,Cash,TXN596973774,Booking Deposit,Success,Ozow,ZAR,2021-04-01T00:00:00,CALL_CENTER
PY0000184,RN000208,CU00215,2021-03-08,4307.98,Cash,TXN585537471,Top-up,Success,PayGate,ZAR,2021-05-28T00:00:00,CRM_WEB
PY0000185,RN000209,CU00512,2024-01-22,11572.41,Credit Card,TXN979610482,Booking Deposit,Success,Peach Payments,ZAR,2024-03-13T00:00:00,CRM_WEB
PY0000186,RN000212,CU00448,2022-03-06,16572.27,EFT,TXN741867102,Top-up,Success,Standard Bank EFT,ZAR,2021-10-11T00:00:00,CALL_CENTER
PY0000187,RN000213,CU00109,2024-02-01,5700.64,Credit Card,TXN931542290,Final Payment,Success,Peach Payments,ZAR,2023-07-31T00:00:00,CALL_CENTER
PY0000188,RN000215,CU00045,2023-01-28,35212.72,Cash,TXN977451934,Booking Deposit,Success,PayGate,ZAR,2022-11-12T00:00:00,WALK_IN
PY0000189,RN000216,CU00479,2022-06-20,5079.16,Credit Card,TXN973815293,Booking Deposit,Success,Ozow,ZAR,2022-10-24T00:00:00,WALK_IN
PY0000190,RN000217,CU00184,2022-02-22,12466.37,Cash,TXN251120215,Booking Deposit,Success,PayGate,ZAR,2022-11-07T00:00:00,WALK_IN
PY0000191,RN000218,CU00121,2022-10-16,13274.53,EFT,TXN665781840,Final Payment,Pending,PayGate,ZAR,2023-05-04T00:00:00,CRM_MOBILE
PY0000192,RN000218,CU00121,2021-01-18,18133.309999999998,EFT,TXN691473937,Final Payment,Success,Peach Payments,ZAR,2021-11-09T00:00:00,CRM_MOBILE
PY0000193,RN000219,CU00294,2024-05-29,8929.53,EFT,TXN862862812,Top-up,Success,Standard Bank EFT,ZAR,2024-06-12T00:00:00,THIRD_PARTY_OTA
PY0000194,RN000219,CU00294,2024-06-23,18827.760000000002,EFT,TXN886588506,Booking Deposit,Success,Standard Bank EFT,ZAR,2024-05-22T00:00:00,THIRD_PARTY_OTA
PY0000195,RN000220,CU00153,2023-10-16,2907.87,Cash,TXN591720051,Top-up,Pending,PayFast,ZAR,2023-12-18T00:00:00,THIRD_PARTY_OTA
PY0000196,RN000223,CU00331,2022-06-25,29161.95,Credit Card,TXN567475430,Top-up,Success,Ozow,ZAR,2023-02-13T00:00:00,CALL_CENTER
PY0000197,RN000224,CU00323,2022-10-18,11571.29,Credit Card,TXN298830336,Booking Deposit,Success,PayGate,ZAR,2021-10-24T00:00:00,CALL_CENTER
PY0000198,RN000226,CU00449,2024-05-15,25206.21,Corporate Account,TXN230282990,Booking Deposit,Success,Peach Payments,ZAR,2024-05-12T00:00:00,CRM_WEB
PY0000199,RN000227,CU00004,2021-09-07,13896.23,Debit Card,TXN548176803,Top-up,Success,PayGate,ZAR,2023-03-23T00:00:00,CRM_MOBILE
PY0000200,RN000228,CU00155,2024-06-28,3215.56,Credit Card,TXN954855350,Top-up,Success,PayGate,ZAR,2023-08-23T00:00:00,CRM_WEB
PY0000201,RN000230,CU00112,2021-09-02,58811.73,Credit Card,TXN327260569,Top-up,Success,Ozow,ZAR,2024-06-25T00:00:00,CRM_MOBILE
PY0000202,RN000233,CU00556,2023-02-08,1378.72,Debit Card,TXN331058501,Final Payment,Success,PayGate,ZAR,2023-07-05T00:00:00,CRM_WEB
PY0000203,RN000235,CU00454,2023-08-22,2618.24,EFT,TXN623608337,Top-up,Success,Peach Payments,ZAR,2023-11-14T00:00:00,CALL_CENTER
PY0000204,RN000236,CU00326,2023-10-29,21204.15,Cash,TXN527285443,Booking Deposit,Success,Standard Bank EFT,ZAR,2023-06-16T00:00:00,WALK_IN
PY0000205,RN000237,CU00009,2021-07-20,30787.12,Credit Card,TXN106887022,Booking Deposit,Success,Peach Payments,ZAR,2023-04-09T00:00:00,THIRD_PARTY_OTA
PY0000206,RN000238,CU00347,2022-12-20,7894.49,Debit Card,TXN127292702,Booking Deposit,Pending,PayFast,ZAR,2023-09-18T00:00:00,CORPORATE_PORTAL
PY0000207,RN000238,CU00347,2022-03-13,4525.43,Debit Card,TXN223884777,Booking Deposit,Success,Standard Bank EFT,ZAR,2021-08-01T00:00:00,CORPORATE_PORTAL
PY0000208,RN000239,CU00411,2024-05-13,11632.44,Corporate Account,TXN758307733,Booking Deposit,Success,Standard Bank EFT,ZAR,2024-06-02T00:00:00,CORPORATE_PORTAL
PY0000209,RN000240,CU00412,2023-04-11,18227.45,Credit Card,TXN215758453,Final Payment,Success,PayGate,ZAR,2023-04-06T00:00:00,CALL_CENTER
PY0000210,RN000241,CU00243,2023-04-26,19780.74,Debit Card,TXN282115069,Booking Deposit,Success,Ozow,ZAR,2023-10-23T00:00:00,CORPORATE_PORTAL
PY0000211,RN000242,CU00206,2020-10-01,16962.09,Cash,TXN667083318,Final Payment,Success,Peach Payments,ZAR,2024-02-21T00:00:00,CRM_WEB
PY0000212,RN000243,CU00078,2022-06-26,38844.63,EFT,TXN937551415,Final Payment,Success,Peach Payments,ZAR,2022-01-20T00:00:00,THIRD_PARTY_OTA
PY0000213,RN000244,CU00503,2023-08-17,5711.43,Debit Card,TXN749876541,Top-up,Success,PayFast,ZAR,2024-01-24T00:00:00,THIRD_PARTY_OTA
PY0000214,RN000245,CU00068,2022-08-18,4060.49,Debit Card,TXN665729378,Booking Deposit,Success,PayGate,ZAR,2021-11-18T00:00:00,WALK_IN
PY0000215,RN000246,CU00424,2024-01-03,18078.44,Cash,TXN182605078,Final Payment,Success,PayGate,ZAR,2024-01-03T00:00:00,CALL_CENTER
PY0000216,RN000247,CU00061,2023-11-08,10180.49,Debit Card,TXN378304959,Top-up,Success,PayGate,ZAR,2024-06-11T00:00:00,CRM_MOBILE
PY0000217,RN000248,CU00469,2024-05-01,22524.54,Cash,TXN936402982,Booking Deposit,Success,Standard Bank EFT,ZAR,2024-06-02T00:00:00,THIRD_PARTY_OTA
PY0000218,RN000249,CU00493,2024-04-19,28057.52,Credit Card,TXN397776479,Top-up,Success,PayGate,ZAR,2024-06-05T00:00:00,THIRD_PARTY_OTA
PY0000219,RN000250,CU00132,2023-03-29,8954.42,Corporate Account,TXN884207841,Final Payment,Success,Peach Payments,ZAR,2024-06-09T00:00:00,CALL_CENTER
PY0000220,RN000251,CU00235,2024-01-22,20054.22,Cash,TXN900139406,Booking Deposit,Success,PayFast,ZAR,2022-10-23T00:00:00,CALL_CENTER
PY0000221,RN000252,CU00276,2024-03-26,23668.99,Cash,TXN576560890,Top-up,Success,PayFast,ZAR,2024-04-03T00:00:00,CRM_WEB
PY0000222,RN000254,CU00208,2022-07-12,3480.14,Cash,TXN684295075,Final Payment,Success,Ozow,ZAR,2022-07-17T00:00:00,CORPORATE_PORTAL
PY0000223,RN000255,CU00284,2023-06-05,11451.29,Credit Card,TXN525203354,Final Payment,Success,Peach Payments,ZAR,2022-10-21T00:00:00,CRM_MOBILE
PY0000224,RN000256,CU00102,2024-03-03,10139.77,Debit Card,TXN813578317,Final Payment,Success,Ozow,ZAR,2024-01-23T00:00:00,CRM_MOBILE
PY0000225,RN000257,CU00476,2022-09-10,5402.22,Corporate Account,TXN861755294,Final Payment,Success,PayFast,ZAR,2024-01-10T00:00:00,THIRD_PARTY_OTA
PY0000226,RN000258,CU00003,2024-01-17,8310.23,Cash,TXN553628607,Final Payment,Failed,PayFast,ZAR,2023-03-08T00:00:00,THIRD_PARTY_OTA
PY0000227,RN000261,CU00358,2023-04-26,2003.41,EFT,TXN898312212,Final Payment,Success,Ozow,ZAR,2021-10-31T00:00:00,CRM_WEB
PY0000228,RN000263,CU00444,2024-04-04,5747.86,EFT,TXN720742257,Booking Deposit,Pending,PayGate,ZAR,2024-06-04T00:00:00,THIRD_PARTY_OTA
PY0000229,RN000265,CU00060,2023-08-25,4857.25,Credit Card,TXN448412269,Top-up,Success,Ozow,ZAR,2022-12-12T00:00:00,CORPORATE_PORTAL
PY0000230,RN000266,CU00225,2024-03-17,17142.42,Debit Card,TXN379628704,Top-up,Success,Peach Payments,ZAR,2024-03-08T00:00:00,CORPORATE_PORTAL
PY0000231,RN000268,CU00416,2024-02-09,3743.32,Debit Card,TXN762403797,Booking Deposit,Success,Standard Bank EFT,ZAR,2023-11-06T00:00:00,THIRD_PARTY_OTA
PY0000232,RN000269,CU00065,2024-02-18,12056.73,EFT,TXN113389532,Booking Deposit,Success,PayGate,ZAR,2024-01-19T00:00:00,WALK_IN
PY0000233,RN000270,CU00507,2024-05-10,28994.49,Credit Card,TXN644619872,Booking Deposit,Success,PayGate,ZAR,2024-02-26T00:00:00,CRM_WEB
PY0000234,RN000272,CU00061,2024-04-09,41944.52,Corporate Account,TXN422713668,Final Payment,Success,PayGate,ZAR,2024-03-08T00:00:00,CRM_MOBILE
PY0000235,RN000273,CU00587,2023-11-26,15662.98,Credit Card,TXN952173033,Top-up,Success,PayFast,ZAR,2023-11-03T00:00:00,WALK_IN
PY0000236,RN000275,CU00517,2023-02-10,7626.06,Debit Card,TXN689901703,Booking Deposit,Failed,Ozow,ZAR,2022-11-16T00:00:00,CALL_CENTER
PY0000237,RN000276,CU00431,2021-10-20,11195.18,Corporate Account,TXN520200370,Final Payment,Success,Ozow,ZAR,2022-08-15T00:00:00,CALL_CENTER
PY0000238,RN000277,CU00162,2022-09-16,5404.45,Debit Card,TXN455865815,Final Payment,Success,Standard Bank EFT,ZAR,2022-12-12T00:00:00,CRM_MOBILE
PY0000239,RN000277,CU00162,2024-06-20,3036.5999999999995,Debit Card,TXN348940937,Booking Deposit,Success,PayGate,ZAR,2023-12-30T00:00:00,CRM_MOBILE
PY0000240,RN000278,CU00461,2023-12-14,14881.17,Corporate Account,TXN317604024,Final Payment,Success,PayGate,ZAR,2024-02-20T00:00:00,CALL_CENTER
PY0000241,RN000279,CU00255,2023-08-13,15758.34,EFT,TXN965492509,Final Payment,Success,Peach Payments,ZAR,2023-11-28T00:00:00,THIRD_PARTY_OTA
PY0000242,RN000280,CU00159,2024-06-04,15130.09,Credit Card,TXN792537692,Booking Deposit,Success,Standard Bank EFT,ZAR,2024-05-14T00:00:00,CORPORATE_PORTAL
PY0000243,RN000281,CU00542,2023-11-20,24214.3,Debit Card,TXN121748956,Booking Deposit,Success,Standard Bank EFT,ZAR,2022-05-14T00:00:00,CRM_WEB
PY0000244,RN000282,CU00196,2023-08-31,14592.14,EFT,TXN132344412,Booking Deposit,Success,Peach Payments,ZAR,2023-10-01T00:00:00,WALK_IN
PY0000245,RN000283,CU00532,2024-02-02,2826.07,Cash,TXN669568322,Top-up,Failed,PayFast,ZAR,2023-01-06T00:00:00,CRM_MOBILE
PY0000246,RN000284,CU00138,2022-03-07,38158.18,Corporate Account,TXN876583632,Final Payment,Success,Standard Bank EFT,ZAR,2023-01-13T00:00:00,CRM_WEB
PY0000247,RN000285,CU00338,2024-05-27,25156.93,EFT,TXN423702271,Booking Deposit,Pending,PayGate,ZAR,2024-06-30T00:00:00,CORPORATE_PORTAL
PY0000248,RN000287,CU00025,2021-04-14,10071.67,Corporate Account,TXN984142344,Final Payment,Success,Standard Bank EFT,ZAR,2024-01-16T00:00:00,CORPORATE_PORTAL
PY0000249,RN000289,CU00290,2022-10-30,11909.58,Cash,TXN846338800,Top-up,Success,PayFast,ZAR,2023-12-28T00:00:00,WALK_IN
PY0000250,RN000290,CU00077,2024-04-20,9949.95,Credit Card,TXN973306081,Top-up,Success,Ozow,ZAR,2024-05-14T00:00:00,CRM_MOBILE
PY0000251,RN000291,CU00052,2022-04-12,6116.44,Credit Card,TXN487459757,Final Payment,Success,PayGate,ZAR,2021-09-13T00:00:00,CORPORATE_PORTAL
PY0000252,RN000291,CU00052,2022-12-30,5047.28,Credit Card,TXN236004604,Top-up,Success,Ozow,ZAR,2023-10-17T00:00:00,CORPORATE_PORTAL
PY0000253,RN000292,CU00247,2023-09-08,1707.82,EFT,TXN406803099,Top-up,Success,PayFast,ZAR,2022-12-01T00:00:00,CALL_CENTER
PY0000254,RN000293,CU00022,2020-08-18,13688.5,Cash,TXN138273788,Booking Deposit,Success,Ozow,ZAR,2022-03-24T00:00:00,CRM_WEB
PY0000255,RN000294,CU00401,2024-05-26,16866.44,Debit Card,TXN486305860,Booking Deposit,Success,Ozow,ZAR,2024-06-11T00:00:00,CORPORATE_PORTAL
PY0000256,RN000295,CU00500,2021-10-23,10447.67,EFT,TXN611901731,Top-up,Success,Standard Bank EFT,ZAR,2021-12-30T00:00:00,THIRD_PARTY_OTA
PY0000257,RN000296,CU00019,2023-05-21,16916.84,Corporate Account,TXN979808254,Booking Deposit,Success,PayGate,ZAR,2024-03-14T00:00:00,WALK_IN
PY0000258,RN000298,CU00029,2020-05-10,22894.54,Corporate Account,TXN967800503,Top-up,Success,Standard Bank EFT,ZAR,2023-02-08T00:00:00,CALL_CENTER
PY0000259,RN000299,CU00106,2024-06-05,13618.17,Cash,TXN916972882,Booking Deposit,Success,Standard Bank EFT,ZAR,2024-06-22T00:00:00,CRM_WEB
PY0000260,RN000300,CU00569,2023-07-15,3075.92,Debit Card,TXN512743049,Top-up,Success,Standard Bank EFT,ZAR,2024-05-09T00:00:00,CORPORATE_PORTAL
PY0000261,RN000301,CU00257,2022-02-27,14351.1,Cash,TXN956039592,Booking Deposit,Success,PayGate,ZAR,2022-12-08T00:00:00,THIRD_PARTY_OTA
PY0000262,RN000302,CU00211,2023-09-26,8591.99,Credit Card,TXN162308578,Top-up,Success,Ozow,ZAR,2023-11-21T00:00:00,CRM_WEB
PY0000263,RN000303,CU00502,2022-02-25,31878.17,Cash,TXN585714834,Booking Deposit,Success,PayGate,ZAR,2021-03-01T00:00:00,THIRD_PARTY_OTA
PY0000264,RN000306,CU00164,2023-01-06,8896.16,Debit Card,TXN854484464,Booking Deposit,Success,Peach Payments,ZAR,2022-08-03T00:00:00,CRM_WEB
PY0000265,RN000307,CU00473,2023-06-07,1310.6,EFT,TXN485373774,Final Payment,Success,Standard Bank EFT,ZAR,2023-11-13T00:00:00,THIRD_PARTY_OTA
PY0000266,RN000308,CU00525,2023-08-26,32864.5,Debit Card,TXN936821750,Booking Deposit,Success,Standard Bank EFT,ZAR,2023-10-20T00:00:00,CORPORATE_PORTAL
PY0000267,RN000309,CU00011,2021-11-09,4248.74,Corporate Account,TXN246077831,Final Payment,Success,Ozow,ZAR,2022-06-19T00:00:00,WALK_IN
PY0000268,RN000310,CU00081,2024-04-16,3353.08,EFT,TXN766706649,Top-up,Success,Peach Payments,ZAR,2024-05-03T00:00:00,CRM_MOBILE
PY0000269,RN000312,CU00516,2022-10-15,5565.53,Cash,TXN184421047,Top-up,Success,Ozow,ZAR,2022-09-19T00:00:00,THIRD_PARTY_OTA
PY0000270,RN000313,CU00428,2023-10-15,8750.84,Credit Card,TXN476034032,Final Payment,Success,PayGate,ZAR,2022-02-06T00:00:00,THIRD_PARTY_OTA
PY0000271,RN000313,CU00428,2024-03-29,15729.220000000001,Credit Card,TXN988098217,Final Payment,Success,PayFast,ZAR,2023-05-27T00:00:00,THIRD_PARTY_OTA
PY0000272,RN000314,CU00153,2024-05-17,3198.48,Cash,TXN523015493,Final Payment,Success,Standard Bank EFT,ZAR,2024-06-15T00:00:00,THIRD_PARTY_OTA
PY0000273,RN000315,CU00504,2021-10-11,4971.8,Corporate Account,TXN768693335,Booking Deposit,Success,PayFast,ZAR,2021-09-23T00:00:00,CRM_MOBILE
PY0000274,RN000316,CU00072,2021-04-23,18659.42,Credit Card,TXN660530922,Booking Deposit,Success,PayFast,ZAR,2022-02-24T00:00:00,THIRD_PARTY_OTA
PY0000275,RN000317,CU00258,2022-04-24,8668.48,EFT,TXN961486519,Booking Deposit,Pending,PayFast,ZAR,2023-12-08T00:00:00,CRM_WEB
PY0000276,RN000318,CU00526,2022-07-18,32552.94,EFT,TXN785780383,Top-up,Success,Ozow,ZAR,2022-05-31T00:00:00,CRM_MOBILE
PY0000277,RN000319,CU00341,2024-04-17,6568.78,Credit Card,TXN192241327,Top-up,Success,Ozow,ZAR,2024-06-03T00:00:00,CORPORATE_PORTAL
PY0000278,RN000320,CU00010,2023-02-09,2147.92,Corporate Account,TXN799722147,Final Payment,Success,Ozow,ZAR,2021-01-26T00:00:00,CRM_WEB
PY0000279,RN000321,CU00298,2022-04-16,2833.5,Corporate Account,TXN165324784,Booking Deposit,Success,PayFast,ZAR,2021-08-27T00:00:00,WALK_IN
PY0000280,RN000322,CU00291,2021-12-02,1127.45,Credit Card,TXN753026630,Top-up,Success,Standard Bank EFT,ZAR,2021-09-16T00:00:00,THIRD_PARTY_OTA
PY0000281,RN000325,CU00038,2021-09-01,10350.78,Cash,TXN491857133,Booking Deposit,Success,PayGate,ZAR,2023-11-18T00:00:00,CORPORATE_PORTAL
PY0000282,RN000327,CU00380,2022-07-20,23384.15,Corporate Account,TXN194903126,Top-up,Success,Peach Payments,ZAR,2023-05-03T00:00:00,CORPORATE_PORTAL
PY0000283,RN000328,CU00224,2023-08-12,15463.54,EFT,TXN423311118,Booking Deposit,Success,PayGate,ZAR,2022-10-21T00:00:00,CORPORATE_PORTAL
PY0000284,RN000330,CU00040,2023-12-05,6021.53,EFT,TXN485131827,Booking Deposit,Success,Ozow,ZAR,2024-03-29T00:00:00,CALL_CENTER
PY0000285,RN000331,CU00057,2023-11-22,28466.38,Debit Card,TXN877239005,Final Payment,Success,PayFast,ZAR,2021-07-09T00:00:00,CORPORATE_PORTAL
PY0000286,RN000332,CU00196,2024-05-29,20781.19,EFT,TXN858477562,Top-up,Success,PayFast,ZAR,2023-05-10T00:00:00,WALK_IN
PY0000287,RN000333,CU00451,2021-03-30,36927.44,EFT,TXN782815896,Final Payment,Success,Ozow,ZAR,2022-01-04T00:00:00,WALK_IN
PY0000288,RN000335,CU00167,2022-02-01,23312.51,Corporate Account,TXN750969081,Booking Deposit,Success,Ozow,ZAR,2023-09-03T00:00:00,CRM_WEB
PY0000289,RN000336,CU00468,2024-03-08,6333.55,Debit Card,TXN968586421,Booking Deposit,Success,PayFast,ZAR,2024-01-10T00:00:00,THIRD_PARTY_OTA
PY0000290,RN000337,CU00459,2020-09-04,21792.08,Cash,TXN578614354,Booking Deposit,Success,Peach Payments,ZAR,2020-12-21T00:00:00,CRM_WEB
PY0000291,RN000338,CU00378,2024-01-29,25649.63,Cash,TXN911617130,Booking Deposit,Success,Peach Payments,ZAR,2022-08-15T00:00:00,CORPORATE_PORTAL
PY0000292,RN000339,CU00216,2022-03-21,15078.12,Credit Card,TXN274176468,Booking Deposit,Pending,PayGate,ZAR,2022-07-15T00:00:00,CORPORATE_PORTAL
PY0000293,RN000340,CU00475,2023-10-06,26528.98,EFT,TXN862000605,Final Payment,Success,PayFast,ZAR,2023-06-30T00:00:00,CRM_WEB
PY0000294,RN000341,CU00442,2024-06-04,32210.56,EFT,TXN323083567,Final Payment,Success,Ozow,ZAR,2024-06-15T00:00:00,CORPORATE_PORTAL
PY0000295,RN000342,CU00049,2022-01-20,1041.2,Debit Card,TXN518971568,Final Payment,Success,Peach Payments,ZAR,2022-04-01T00:00:00,CALL_CENTER
PY0000296,RN000343,CU00309,2022-01-31,15738.83,Credit Card,TXN524608486,Booking Deposit,Pending,PayGate,ZAR,2022-07-24T00:00:00,CALL_CENTER
PY0000297,RN000344,CU00349,2023-11-12,5490.67,Cash,TXN300366566,Booking Deposit,Failed,PayGate,ZAR,2024-03-13T00:00:00,CALL_CENTER
PY0000298,RN000344,CU00349,2024-03-21,4800.92,Cash,TXN623757627,Booking Deposit,Success,Standard Bank EFT,ZAR,2024-06-22T00:00:00,CALL_CENTER
PY0000299,RN000345,CU00004,2023-03-24,5258.15,Debit Card,TXN333837261,Top-up,Success,Peach Payments,ZAR,2024-03-01T00:00:00,CORPORATE_PORTAL
PY0000300,RN000346,CU00022,2024-01-20,12147.09,Cash,TXN849262930,Booking Deposit,Success,Standard Bank EFT,ZAR,2023-07-09T00:00:00,CALL_CENTER
PY0000301,RN000348,CU00587,2024-01-12,10784.71,Credit Card,TXN185188605,Booking Deposit,Success,Peach Payments,ZAR,2023-05-24T00:00:00,CRM_MOBILE
PY0000302,RN000349,CU00061,2024-02-13,13306.07,Debit Card,TXN896104466,Final Payment,Success,Peach Payments,ZAR,2024-06-20T00:00:00,CRM_MOBILE
PY0000303,RN000350,CU00040,2020-09-20,26251.72,EFT,TXN542639314,Final Payment,Success,Ozow,ZAR,2023-07-06T00:00:00,CORPORATE_PORTAL
PY0000304,RN000351,CU00468,2024-06-23,12483.13,Cash,TXN809455463,Top-up,Success,Peach Payments,ZAR,2024-05-10T00:00:00,CALL_CENTER
PY0000305,RN000354,CU00567,2024-04-06,23881.89,Credit Card,TXN315981500,Top-up,Success,Peach Payments,ZAR,2024-04-24T00:00:00,CALL_CENTER
PY0000306,RN000355,CU00529,2023-11-25,21003.47,Cash,TXN699602853,Booking Deposit,Success,PayGate,ZAR,2024-01-16T00:00:00,WALK_IN
PY0000307,RN000356,CU00104,2022-02-21,11748.18,EFT,TXN798479319,Final Payment,Success,Ozow,ZAR,2021-05-07T00:00:00,CALL_CENTER
PY0000308,RN000357,CU00256,2021-11-30,3398.9,Cash,TXN282955465,Top-up,Success,Standard Bank EFT,ZAR,2020-03-16T00:00:00,CRM_WEB
PY0000309,RN000358,CU00155,2022-06-13,3784.04,Debit Card,TXN880881575,Final Payment,Success,Standard Bank EFT,ZAR,2023-06-12T00:00:00,THIRD_PARTY_OTA
PY0000310,RN000359,CU00522,2023-12-12,9255.88,Corporate Account,TXN771961389,Final Payment,Success,PayFast,ZAR,2024-06-01T00:00:00,CRM_WEB
PY0000311,RN000360,CU00255,2022-10-10,10993.96,Corporate Account,TXN826101806,Booking Deposit,Success,Standard Bank EFT,ZAR,2023-10-31T00:00:00,CRM_MOBILE
PY0000312,RN000361,CU00536,2024-02-27,11918.68,Cash,TXN385508215,Top-up,Success,Standard Bank EFT,ZAR,2024-06-24T00:00:00,CALL_CENTER
PY0000313,RN000362,CU00403,2023-10-29,6096.33,EFT,TXN315984543,Top-up,Success,Standard Bank EFT,ZAR,2023-09-15T00:00:00,THIRD_PARTY_OTA
PY0000314,RN000363,CU00254,2023-08-12,12415.96,Cash,TXN111645751,Booking Deposit,Success,PayFast,ZAR,2022-11-15T00:00:00,THIRD_PARTY_OTA
PY0000315,RN000364,CU00122,2023-06-13,16992.0,EFT,TXN875134778,Top-up,Success,Peach Payments,ZAR,2020-06-10T00:00:00,CRM_MOBILE
PY0000316,RN000365,CU00435,2022-05-09,6400.17,Corporate Account,TXN434266728,Final Payment,Success,PayGate,ZAR,2022-03-04T00:00:00,WALK_IN
PY0000317,RN000366,CU00076,2024-06-15,4811.11,EFT,TXN392059911,Final Payment,Success,Standard Bank EFT,ZAR,2023-03-23T00:00:00,CORPORATE_PORTAL
PY0000318,RN000367,CU00399,2022-03-01,2398.58,Debit Card,TXN652438798,Booking Deposit,Success,Ozow,ZAR,2022-02-12T00:00:00,CALL_CENTER
PY0000319,RN000368,CU00594,2021-07-10,12218.96,Debit Card,TXN503165154,Final Payment,Success,Standard Bank EFT,ZAR,2021-01-01T00:00:00,WALK_IN
PY0000320,RN000369,CU00063,2023-09-11,19988.03,Credit Card,TXN796096319,Top-up,Success,PayFast,ZAR,2022-10-11T00:00:00,THIRD_PARTY_OTA
PY0000321,RN000370,CU00138,2024-04-22,27950.87,EFT,TXN592393716,Booking Deposit,Success,PayFast,ZAR,2024-04-24T00:00:00,CORPORATE_PORTAL
PY0000322,RN000372,CU00420,2024-03-07,20636.68,Credit Card,TXN123841802,Top-up,Success,Peach Payments,ZAR,2023-06-14T00:00:00,CORPORATE_PORTAL
PY0000323,RN000373,CU00099,2023-09-06,38882.77,EFT,TXN345727660,Booking Deposit,Success,Peach Payments,ZAR,2022-01-30T00:00:00,CRM_MOBILE
PY0000324,RN000374,CU00431,2024-05-18,44987.44,Corporate Account,TXN395338681,Booking Deposit,Success,Peach Payments,ZAR,2024-05-21T00:00:00,CRM_MOBILE
PY0000325,RN000375,CU00132,2024-01-22,8186.61,Credit Card,TXN203957218,Final Payment,Success,Standard Bank EFT,ZAR,2024-03-07T00:00:00,CORPORATE_PORTAL
PY0000326,RN000376,CU00039,2021-03-16,19604.16,Credit Card,TXN315264896,Final Payment,Success,Standard Bank EFT,ZAR,2021-10-12T00:00:00,CALL_CENTER
PY0000327,RN000377,CU00545,2023-08-22,26401.14,Debit Card,TXN506624387,Final Payment,Success,PayFast,ZAR,2020-11-23T00:00:00,THIRD_PARTY_OTA
PY0000328,RN000380,CU00349,2023-10-25,40018.34,Credit Card,TXN984917503,Booking Deposit,Success,Standard Bank EFT,ZAR,2024-01-10T00:00:00,WALK_IN
